Author,Target,Description,Attack,Target Class,Attack Class,Link,Tags,Day,Month,Year,AttackGroup,AttackEncoded,AttackClassEncoded,TargetClassGroup,TargetClassEncoded,Africa,Asia,Australia,Europe,North America,South America,AuthorKnown
?,Major cryptovalues investor,An unknown investor claims to have lost reported $45 million worth of cryptovalues In a SIM Swapping attack.,Account Hijacking,V Fintech,CC,cointelegraph.com,"SIM Swapping, Crypto",22,2,2020,Account Hijacking,1,0,Financial Services,4,0,0,0,0,1,0,0
?,Single Individuals,"Security research collective MalwareHunterTeam discover a 3-page Coronavirus-themed Microsoft Office document containing malicious macros, pretending to be from the Center for Public Health of the Ministry of Health of Ukraine, and designed to drop a backdoor malware with clipboard stealing, keylogging, and screenshot capabilities.",Malware,X Individual,CC,bleepingcomputer.com,"MalwareHunterTeam, Coronavirus, COVID-19, Center for Public Health of the Ministry of Health of Ukraine",22,2,2020,Malware,8,0,Multiple Industries,9,0,0,0,1,0,0,0
?,Mexico’s economy ministry,Mexico’s economy ministry detects a cyber attack on some of its servers.,Unknown,"O Public administration and defence, compulsory social security",CC,reuters.com,Mexico’s economy ministry,23,2,2020,Unknown,13,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Prince Edward Island,Prince Edward Island reveals it was hit with a Maze ransomware attack.,Malware,"O Public administration and defence, compulsory social security",CC,databreaches.net,"Prince Edward Island, ransomware, Maze",23,2,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Total Quality Logistics (TQL),Total Quality Logistics confirms it was the victim of a data breach.,Unknown,N Administrative and support service activities,CC,databreaches.net,"Total Quality Logistics, TQL",23,2,2020,Unknown,13,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,German PayPal users,"According to multiple reports, a critical PayPal vulnerability is behind thefts over recent days from numerous German PayPal users (fraudulent transactions with U.S. stores).",Vulnerability,K Financial and insurance activities,CC,forbes.com,PayPal,24,2,2020,Vulnerability Exploitation,14,0,Financial Services,4,0,0,0,1,0,0,0
Magecart 12,40 websites,Security Researcher Max Kersten publishes a list of 40 websites targeted by the Magecart 12 group.,Malware,G Wholesale and retail trade,CC,bleepingcomputer.com,"Max Kersten, Magecart 12",24,2,2020,Malware,8,0,Retail Trade,14,0,0,0,0,1,0,1
?,Ordnance Survey,"A hacker stole the personal data of 1,000 employees of the Ordnance Survey, the government-owned mapping agency for Britain. The breach occurred on January this year.",Unknown,"O Public administration and defence, compulsory social security",CC,verdict.co.uk,Ordnance Survey,24,2,2020,Unknown,13,0,Public Sector/ Government,12,0,0,0,1,0,0,0
?,Multiple targets,"Researchers from MalwareHunterTeam discover Mozart, a malware using DNS to communicate with its command and control and evade detection.",Malware,Y Multiple Industries,CC,bleepingcomputer.com,"MalwareHunterTeam, Mozart, DNS",24,2,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Portuguese Banking users.,"A new campaign carried out via the Lampion malware in disguise of a DPD email, is discovered targeting Portuguese users.",Malware,K Financial and insurance activities,CC,securityaffairs.co,"Lampion, DPD",24,2,2020,Malware,8,0,Financial Services,4,0,0,0,1,0,0,0
?,Pacific Specialty Insurance,"Pacific Specialty Insurance notifies plan members of a phishing attack that occurred in March, 2019",Account Hijacking,K Financial and insurance activities,CC,databreaches.net,Pacific Specialty Insurance,24,2,2020,Account Hijacking,1,0,Financial Services,4,0,0,0,0,1,0,0
?,Grayson County,Grayson County is hit with a ransomware attack.,Malware,"O Public administration and defence, compulsory social security",CC,databreaches.net,Grayson County,24,2,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Transavia,"The data of 80,000 Transavia passengers are compromised after a phishing attack.",Account Hijacking,H Transportation and storage,CC,databreaches.net,Transavia,24,2,2020,Account Hijacking,1,0,Transportation,15,0,0,0,1,0,0,0
?,Transmit Security,Transmit Security is breached after a security researcher contacts some of its customers and reports unauthorized access to the data.,Unknown,M Professional scientific and technical activities,CC,vice.com,Transmit Security,24,2,2020,Unknown,13,0,Information/ Communication,7,0,1,0,0,0,0,0
?,Multiple targets,"Google releases a Chrome update to address three security bugs, including CVE-2020-6418, a zero-day vulnerability actively exploited in the wild.",Vulnerability,Y Multiple Industries,CC,zdnet.com,"Google, Chrome, CVE-2020-6418",25,2,2020,Vulnerability Exploitation,14,0,Multiple Industries,9,0,0,0,0,1,0,0
?,La Salle County,La Salle County is hit with a PwndLocker ransomware attack.,Malware,"O Public administration and defence, compulsory social security",CC,mywebtimes.com,"La Salle County, ransomware, PwndLocker",25,2,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Single Individuals,Researchers from Cybaze/Yoroi ZLab discover a new campaign exploiting the Coronavirus theme to distribute the Remcos RAT.,Malware,X Individual,CC,bleepingcomputer.com,"Cybaze/Yoroi ZLab, Remcos, Coronavirus, COVID-19",25,2,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Reprint Mint,"Researchers from Sanguine Security reveal that attackers successfully implanted multiple skimmers, for 30 months on Reprint Mint photo store.",Malware,G Wholesale and retail trade,CC,bleepingcomputer.com,"Sanguine Security, Reprint Mint",25,2,2020,Malware,8,0,Retail Trade,14,0,0,0,0,1,0,0
"tonyredball
 solarsalvador1234",Vulnerable Wordpress sites,"Other Cybercriminals are taking advantage of the security flaws reported recently in popular WordPress plugins (ThemeGrill Demo Importer, Profile Builder, and Duplicator).",Vulnerability,Y Multiple Industries,CC,bleepingcomputer.com,"WordPress, ThemeGrill Demo Importer, Profile Builder, Duplicator, tonyredball, 
 solarsalvador1234",25,2,2020,Vulnerability Exploitation,14,0,Multiple Industries,9,0,0,0,0,1,0,1
?,NRC Health,NRC Health discloses that it was hit by a ransomware attack that took place on February 11.,Malware,M Professional scientific and technical activities,CC,securityaffairs.co,"NRC Health, ransomware",25,2,2020,Malware,8,0,Information/ Communication,7,0,0,0,0,1,0,0
?,Undisclosed target,"Researchers from Sophos reveal the details of Cloud Snooper, a sophisticated malware hiding in the cloud, probably backed by an advanced state sponsored actor.",Unknown,Z Unknown,CE,nakedsecurity.sophos.com,"Cloud Snooper, Sophos",25,2,2020,Unknown,13,1,Other,10,0,0,0,0,1,0,0
?,Overlake Medical Center & Clinics,"Overlake Medical Center & Clinics reveals to have been hit by a phishing attack from Dec. 6 to 9, 2019.",Account Hijacking,Q Human health and social work activities,CC,databreachtoday.com,Overlake Medical Center & Clinics,25,2,2020,Account Hijacking,1,0,Healthcare/ Social Services,5,0,0,0,0,1,0,0
?,Advocate Aurora Health,"The personal information of some current and former Advocate Aurora Health employees, including their Social Security numbers and bank accounts, might have been compromised in an email phishing campaign.",Account Hijacking,Q Human health and social work activities,CC,databreaches.net,Advocate Aurora Health,25,2,2020,Account Hijacking,1,0,Healthcare/ Social Services,5,0,0,0,0,1,0,0
?,Gadsden Independent School District (GISD),"Gadsden Independent School District (GISD) shuts down its internet and communication systems, after a RYUK ransomware attack.",Malware,P Education,CC,databreaches.net,"Gadsden Independent School District, GISD, ransomware",25,2,2020,Malware,8,0,Education,2,0,0,0,0,1,0,0
?,Hutt Valley High School,Hutt Valley High School reveals that it was hit with a cyber attack.,Unknown,P Education,CC,databreaches.net,Hutt Valley High School,25,2,2020,Unknown,13,0,Education,2,0,0,1,0,0,0,0
?,Clearview AI,"Clearview AI discloses to its customers that an intruder “gained unauthorized access” to its list of customers, to the number of user accounts those customers had set up, and to the number of searches its customers have conducted.",Misconfiguration,M Professional scientific and technical activities,CC,thedailybeast.com,Clearview AI,26,2,2020,Exploitation of Infrastructure,6,0,Information/ Communication,7,0,0,0,0,1,0,0
?,Bretagne Télécom,Cloud services provider Bretagne Télécom is hacked by the threat actors behind the DoppelPaymer Ransomware using CVE-2019-19781.,Malware,M Professional scientific and technical activities,CC,bleepingcomputer.com,"Bretagne Télécom, DoppelPaymer, Ransomware, CVE-2019-19781",26,2,2020,Malware,8,0,Information/ Communication,7,0,0,0,1,0,0,0
?,Multiple targets,Attackers are actively scanning the Internet for Microsoft Exchange Servers vulnerable to the CVE-2020-0688 remote code execution.,Vulnerability,Y Multiple Industries,CC,bleepingcomputer.com,"Microsoft Exchange, CVE-2020-0688",26,2,2020,Vulnerability Exploitation,14,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Multiple targets,Researchers from Malwarebytes discover Magecart actors cloaking their credit card skimmers using fake content delivery network domains.,Malware,Y Multiple Industries,CC,bleepingcomputer.com,"Malwarebytes, Magecart",26,2,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Southern Water,"British utility Southern Water is the victim of a phishing attack, resulting in a shutdown of some of the company's systems.",Account Hijacking,D Electricity gas steam and air conditioning supply,CC,theregister.co.uk,Southern Water,26,2,2020,Account Hijacking,1,0,Manufacturing/ Energy,8,0,0,0,1,0,0,0
"Cobalt Ulster (AKA MuddyWater, Seedworm, TEMP.Zagros, and Static Kitten)","Governmental organizations in Turkey, Jordan, Iraq along with intergovernmental and other agencies in Georgia and Azerbaijan.",Researchers from Secureworks reveal the details of the latest cyber espionage campaign carried out by the Iranian state-sponsored actor Cobalt Ulster,Targeted Attack,"O Public administration and defence, compulsory social security",CE,scmagazine.com,"Cobalt Ulster, MuddyWater, Seedworm, TEMP.Zagros, Static Kitten, Secureworks, Iran",26,2,2020,Targeted Attack,12,1,Public Sector/ Government,12,0,0,0,0,1,0,1
?,Rady’s Children’s Hospital,"Rady’s Children’s Hospital notifies patients whose data were accessed via an ""open port"" on June 2019, and January 2020.",Unknown,Q Human health and social work activities,CC,databreaches.net,Rady’s Children’s Hospital,26,2,2020,Unknown,13,0,Healthcare/ Social Services,5,0,0,0,0,1,0,0
?,Barbara Corcoran,"Barbara Corcoran, a renowned real-estate broker and business expert, admits she lost $380,000 via a BEC scam.",Business Email Compromise,L Real estate activities,CC,forbes.com,Barbara Corcoran,27,2,2020,Social Engineering,10,0,Real Estate,13,0,0,0,0,1,0,0
?,Kenneth Cole Productions,"The operators behind the Sodinokibi Ransomware (AKA Revil) publish the download links to files containing what they claim is financial and work documents, as well as customers' personal data stolen from Kenneth Cole Productions.",Malware,C Manufacturing,CC,bleepingcomputer.com,"Kenneth Cole Productions, Sodinokibi, Revil, ransomware",27,2,2020,Malware,8,0,Manufacturing/ Energy,8,0,0,0,0,1,0,0
?,Single Individuals,Researchers from Malwarebytes and X-Force discover an ongoing malspam campaign using emails disguised as messages from secret lovers to deliver Nemty Ransomware payloads on the computers of potential victims.,Malware,X Individual,CC,bleepingcomputer.com,"Malwarebytes, IBM X-Force, Nemty, Ransomware",27,2,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Multiple targets,Researchers from Palo Alto discover a new phishing campaign installing the NetSupport Manager RAT via a Fake Norton LifeLock document.,Malware,Y Multiple Industries,CC,bleepingcomputer.com,"Palo Alto, NetSupport Manager RAT, Norton LifeLock",27,2,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,"BGR.in
 tradinggame.au.com
 S3 Production","Hackers share three SQL databases from S3 buckets, one dump belonging to the BGR tech news site in India.",Misconfiguration,Y Multiple Industries,CC,bleepingcomputer.com,"BGR.in,
 tradinggame.au.com, 
 S3 Production",27,2,2020,Exploitation of Infrastructure,6,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Democratic National Committee,The Democratic National Committee warns its presidential candidates to be cautious after Bernie Sanders’ campaign reported that an “impersonator” with a domain registered overseas had posed as one of its staffers and sought conversations with members of at least two other campaigns.,Account Hijacking,S Other service activities,CE,apnews.com,"Democratic National Committee, Bernie Sanders",27,2,2020,Account Hijacking,1,1,Other,10,0,0,0,0,1,0,0
?,Jordan Health,Jordan Health is hit with a ransomware attack.,Malware,P Education,CC,databreaches.net,Jordan Health,27,2,2020,Malware,8,0,Education,2,0,0,0,0,1,0,0
?,"130,000 Asus routers","An unknown criminal manages to breach as many as 130,000 Asus routers, and sells the access to them for few dollars.",Vulnerability,Y Multiple Industries,CC,forbes.com,Asus,28,2,2020,Vulnerability Exploitation,14,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Multiple targets,Researchers from Morphisec discover a widespread campaign using the remote desktop ActiveX control in Word documents to automatically execute on Windows 10 a malware downloader called Ostap adopted by TrickBot for delivery.,Malware,Y Multiple Industries,CC,bleepingcomputer.com,"Morphisec, ActiveX, Word, Windows 10, TrickBot",28,2,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
